record_id,window_number,start_sample,end_sample,split,fault_type,fault_size_in,outer_race_position,load_hp,speed_rpm,sampling_rate_hz,split_t0,split_t1,split_t2,split_t3
99,94,417792,425984,source_validation,normal,0.0,,2,1750,48000,source_validation,source_validation,target_test,source_validation
99,95,421888,430080,source_validation,normal,0.0,,2,1750,48000,source_validation,source_validation,target_test,source_validation
99,96,425984,434176,source_validation,normal,0.0,,2,1750,48000,source_validation,source_validation,target_test,source_validation
99,97,430080,438272,source_validation,normal,0.0,,2,1750,48000,source_validation,source_validation,target_test,source_validation
99,98,434176,442368,source_validation,normal,0.0,,2,1750,48000,source_validation,source_validation,target_test,source_validation
99,99,438272,446464,source_validation,normal,0.0,,2,1750,48000,source_validation,source_validation,target_test,source_validation
99,100,442368,450560,source_validation,normal,0.0,,2,1750,48000,source_validation,source_validation,target_test,source_validation
99,101,446464,454656,source_validation,normal,0.0,,2,1750,48000,source_validation,source_validation,target_test,source_validation
99,102,450560,458752,source_validation,normal,0.0,,2,1750,48000,source_validation,source_validation,target_test,source_validation
99,103,454656,462848,source_validation,normal,0.0,,2,1750,48000,source_validation,source_validation,target_test,source_validation
99,104,458752,466944,source_validation,normal,0.0,,2,1750,48000,source_validation,source_validation,target_test,source_validation
99,105,462848,471040,source_validation,normal,0.0,,2,1750,48000,source_validation,source_validation,target_test,source_validation
99,106,466944,475136,source_validation,normal,0.0,,2,1750,48000,source_validation,source_validation,target_test,source_validation
99,107,471040,479232,source_validation,normal,0.0,,2,1750,48000,source_validation,source_validation,target_test,source_validation
99,108,475136,483328,source_validation,normal,0.0,,2,1750,48000,source_validation,source_validation,target_test,source_validation
100,0,0,8192,target_adaptation,normal,0.0,,3,1730,48000,source_train,source_train,source_train,target_adaptation
100,1,4096,12288,target_adaptation,normal,0.0,,3,1730,48000,source_train,source_train,source_train,target_adaptation
100,2,8192,16384,target_adaptation,normal,0.0,,3,1730,48000,source_train,source_train,source_train,target_adaptation
100,3,12288,20480,target_adaptation,normal,0.0,,3,1730,48000,source_train,source_train,source_train,target_adaptation
100,4,16384,24576,target_adaptation,normal,0.0,,3,1730,48000,source_train,source_train,source_train,target_adaptation
100,5,20480,28672,target_adaptation,normal,0.0,,3,1730,48000,source_train,source_train,source_train,target_adaptation
100,6,24576,32768,target_adaptation,normal,0.0,,3,1730,48000,source_train,source_train,source_train,target_adaptation
100,7,28672,36864,target_adaptation,normal,0.0,,3,1730,48000,source_train,source_train,source_train,target_adaptation
100,8,32768,40960,target_adaptation,normal,0.0,,3,1730,48000,source_train,source_train,source_train,target_adaptation
100,9,36864,45056,target_adaptation,normal,0.0,,3,1730,48000,source_train,source_train,source_train,target_adaptation
100,10,40960,49152,target_adaptation,normal,0.0,,3,1730,48000,source_train,source_train,source_train,target_adaptation
100,11,45056,53248,target_adaptation,normal,0.0,,3,1730,48000,source_train,source_train,source_train,target_adaptation
100,12,49152,57344,target_adaptation,normal,0.0,,3,1730,48000,source_train,source_train,source_train,target_adaptation
100,13,53248,61440,target_adaptation,normal,0.0,,3,1730,48000,source_train,source_train,source_train,target_adaptation
100,14,57344,65536,target_adaptation,normal,0.0,,3,1730,48000,source_train,source_train,source_train,target_adaptation
100,15,61440,69632,target_adaptation,normal,0.0,,3,1730,48000,source_train,source_train,source_train,target_adaptation
100,16,65536,73728,target_adaptation,normal,0.0,,3,1730,48000,source_train,source_train,source_train,target_adaptation
100,17,69632,77824,target_adaptation,normal,0.0,,3,1730,48000,source_train,source_train,source_train,target_adaptation
100,18,73728,81920,target_adaptation,normal,0.0,,3,1730,48000,source_train,source_train,source_train,target_adaptation
100,19,77824,86016,target_adaptation,normal,0.0,,3,1730,48000,source_train,source_train,source_train,target_adaptation
