record_id,filename,status,error,de_variable,fe_variables,rpm_variables,number_of_samples,duration_seconds,contains_nan,contains_infinity,is_constant,minimum,maximum,mean,standard_deviation,rms,skewness,kurtosis,known_issue
203,203.mat,valid,,X203_DE_time,X203_FE_time,X203RPM,486804,10.14175,False,False,False,-1.8633526153846156,1.9004861538461535,0.0113763261195628,0.1462892461661828,0.146730924960789,-0.0062608386780167,6.01720556106357,none
204,204.mat,valid,,X204_DE_time,X204_FE_time,X204RPM,488545,10.178020833333331,False,False,False,-0.6732018461538462,0.7347433846153846,0.0113818746724378,0.1511986600536195,0.1516264550567251,0.0116330984812913,2.999296256723818,none
213,213.mat,valid,,X213_DE_time,X213_FE_time,X213RPM,244339,5.090395833333333,False,False,False,-3.027635076923077,3.0749907692307694,0.0111666797888305,0.5849669648324862,0.5850735378419002,-0.0314299371894191,4.168074329353829,de_fe_duplicate
214,214.mat,valid,,X214_DE_time,X214_FE_time,X214RPM,485063,10.105479166666669,False,False,False,-3.114210461538461,3.417745846153846,0.0113081797431864,0.6083686717730034,0.6084737592731115,0.0334658395391045,3.937263529599628,clipped
215,215.mat,valid,,X215_DE_time,X215_FE_time,X215RPM,491446,10.238458333333334,False,False,False,-3.417954461538461,3.417745846153846,0.010655944511628,0.7629263450510652,0.7630007582738119,0.0494182202552804,3.651865230475292,clipped
217,217.mat,valid,,X215_DE_time,X215_FE_time;X217_FE_time,X215RPM;X217RPM,491446,10.238458333333334,False,False,False,-3.417954461538461,3.417745846153846,0.010655944511628,0.7629263450510652,0.7630007582738119,0.0494182202552804,3.651865230475292,none
226,226.mat,valid,,X226_DE_time,X226_FE_time,X226RPM,243938,5.082041666666667,False,False,False,-1.7561386666666663,2.3796346666666666,0.2408691621040319,0.3527891431203404,0.4271745928262616,-0.0035273802585639,3.217278353341088,de_fe_duplicate
227,227.mat,valid,,X227_DE_time,X227_FE_time,X227RPM,486804,10.14175,False,False,False,-2.8211058461538463,2.665270153846154,0.0118839987143775,0.2130937124223832,0.2134248338394496,0.0050505521762211,9.942468563741832,none
228,228.mat,valid,,X228_DE_time,X228_FE_time,X228RPM,487384,10.153833333333331,False,False,False,-3.417954461538461,3.417745846153846,0.0120558328432232,0.3334918923882248,0.3337097322437916,0.0474618977560315,16.76081265878218,clipped
229,229.mat,valid,,X229_DE_time,X229_FE_time,X229RPM,486804,10.14175,False,False,False,-3.417954461538461,3.417745846153846,0.011682344546818,0.3224102589106358,0.3226218408988049,0.0395596312478913,18.592875724265333,clipped
238,238.mat,valid,,X238_DE_time,X238_FE_time,X238RPM,246342,5.132125,False,False,False,-7.250749333333333,7.702304,0.0254907176959944,0.6666782727314158,0.6671654187836783,-0.1853720328476833,20.791216535151605,de_fe_duplicate
239,239.mat,valid,,X239_DE_time,X239_FE_time,X239RPM,489125,10.190104166666666,False,False,False,-7.046256,7.477778666666667,0.0145769565434875,0.6191397008325149,0.6193112761843165,-0.3030927067578869,20.543733033459176,none
240,240.mat,valid,,X240_DE_time,X240_FE_time,X240RPM,487964,10.165916666666666,False,False,False,-6.926898666666666,7.323365333333333,0.0149108173499138,0.6156803662377325,0.6158608981293349,-0.3114088465523597,21.026591763183628,none
241,241.mat,valid,,X241_DE_time,X241_FE_time,X241RPM,489125,10.190104166666666,False,False,False,-7.019546666666666,7.559576,0.0141691870012777,0.5905624963906156,0.5907324504404623,-0.2710008079014004,19.78189608976922,none
250,250.mat,valid,,X250_DE_time,X250_FE_time,X250RPM,128663,2.6804791666666667,False,False,False,-3.24894,2.7160053333333334,0.0067752483619999,0.4130805742400648,0.4131361335018621,-0.2453441311662096,8.355508346024411,none
251,251.mat,valid,,X251_DE_time,X251_FE_time,X251RPM,489705,10.2021875,False,False,False,-5.807610666666666,5.000488,0.0135853319529104,0.7604817415286097,0.7606030768033075,0.0644533936424143,7.314315966333986,none
252,252.mat,valid,,X252_DE_time,X252_FE_time,X252RPM,487384,10.153833333333331,False,False,False,-5.048064,4.743410666666667,0.012625119391144,0.7127940622760616,0.7129058625482404,0.0448804485752235,7.196578949146472,none
253,253.mat,valid,,X253_DE_time,X253_FE_time,X253RPM,484483,10.093395833333334,False,False,False,-4.943730666666667,4.660778666666666,0.0129754252732638,0.6794784367000054,0.6796023157709995,-0.0735250365748468,7.543903546696836,none
262,262.mat,valid,,X262_DE_time,X262_FE_time,X262RPM,130549,2.719770833333333,False,False,False,-5.2801013333333335,5.788413333333333,0.1115184330379142,0.5936276560000826,0.6040117174984143,0.1538179451325348,25.641903406115528,none
263,263.mat,valid,,X263_DE_time,X263_FE_time,X263RPM,486224,10.129666666666669,False,False,False,-4.798498666666667,5.307645333333333,0.024043348700736,0.550381004369854,0.5509059199063977,0.1534608902193932,22.91885874652511,none
264,264.mat,valid,,X264_DE_time,X264_FE_time,X264RPM,486804,10.14175,False,False,False,-4.620714666666666,5.201642666666666,0.0193950129415534,0.4746481684590096,0.4750442614625456,0.169010812543409,22.56940629623887,none
265,265.mat,valid,,X265_DE_time,X265_FE_time,X265RPM,486224,10.129666666666669,False,False,False,-4.127426666666667,4.291021333333333,0.0176829824991499,0.4063572088625855,0.4067417719692142,0.152814610724587,21.09581688130369,none
