record_id,window_number,start_sample,end_sample,split,fault_type,fault_size_in,outer_race_position,load_hp,speed_rpm,sampling_rate_hz,mean,standard_deviation,rms,peak_to_peak,skewness,kurtosis,crest_factor,impulse_factor,dominant_frequency_hz,spectral_centroid_hz,spectral_spread_hz,shaft_frequency_hz,expected_bpfi_hz,expected_bpfo_hz,expected_bsf_hz,expected_ftf_hz,envelope_at_bpfi,envelope_at_bpfo,envelope_at_bsf,envelope_at_ftf
97,28,114688,122880,source_train,normal,0.0,NA,0,1797,48000,0.011939894776297422,0.07231857035601913,0.07329759003956095,0.4839876890182495,-0.041355189844028147,2.8748336560714116,3.392601786599417,4.217320433352123,4148.4375,3489.0618075444363,1979.0446599427542,29.95,162.17925,107.37075,70.59215,11.929084999999999,12.808218554061698,21.33068739102248,5.2900755593962305,15.846254808893805
97,29,118784,126976,source_train,normal,0.0,NA,0,1797,48000,0.013229149070056678,0.07230836203392794,0.07350856824307882,0.46562953293323517,-0.06439951293647757,2.829796321715004,3.2267760231910123,4.01435696648624,4148.4375,3537.512481213781,1942.5987219317235,29.95,162.17925,107.37075,70.59215,11.929084999999999,6.394391785690604,18.284120330157055,4.221190851892205,9.896772555957991
97,30,122880,131072,source_train,normal,0.0,NA,0,1797,48000,0.014392118741241688,0.0724366734169421,0.07385258788678109,0.4577021449804306,-0.030713878589711845,2.6534463809081843,3.2117450761440787,3.9637932564603777,4148.4375,3465.8135502352866,1974.1479049630284,29.95,162.17925,107.37075,70.59215,11.929084999999999,11.836674138858395,11.636615026297694,11.119269274607879,10.288776411199006
97,31,126976,135168,source_train,normal,0.0,NA,0,1797,48000,0.014125390497767398,0.07281087420360534,0.07416838989089394,0.45040062069892883,-0.027911857253365032,2.5581542110813382,3.3162043674851915,4.066581953333833,4148.4375,3469.678103917929,1982.1239764475397,29.95,162.17925,107.37075,70.59215,11.929084999999999,5.064509086807116,13.965615789771002,21.522146017390387,9.444984345536758
97,32,131072,139264,source_train,normal,0.0,NA,0,1797,48000,0.013250871302325606,0.07296706199193126,0.07416048628484805,0.49671323597431183,-0.05748304774832574,2.6205322265447744,3.3812574600123333,4.15738024072321,4148.4375,3442.057126280904,2003.0878339275398,29.95,162.17925,107.37075,70.59215,11.929084999999999,12.86162095279862,8.530771953960889,9.834339232649603,2.7689028988240003
97,33,135168,143360,source_train,normal,0.0,NA,0,1797,48000,0.013201009400042096,0.07345016372722941,0.07462702728058251,0.5069353878498077,-0.0740508161106517,2.63308364715633,3.432800416903104,4.211971526978825,4148.4375,3396.8687974637314,2025.162749767057,29.95,162.17925,107.37075,70.59215,11.929084999999999,14.976801432495026,3.017879707613932,18.061259105419182,8.083684045994142
97,34,139264,147456,source_train,normal,0.0,NA,0,1797,48000,0.014216736135168162,0.07518857889727194,0.07652083365285747,0.48169292509555817,-0.0502263051361921,2.645499990039858,3.467797764174013,4.251658603742642,4148.4375,3382.589936722924,2009.8485239242543,29.95,162.17925,107.37075,70.59215,11.929084999999999,13.732715340251357,3.1270287427849004,6.8577383129240514,6.060412336408637
97,35,143360,151552,source_train,normal,0.0,NA,0,1797,48000,0.014044918707412535,0.07567649927944128,0.07696877473813069,0.5006769299507141,-0.06815028236101092,2.663433093685962,3.4476159553914627,4.239979403505293,4148.4375,3377.960523021825,1999.7240462637913,29.95,162.17925,107.37075,70.59215,11.929084999999999,23.196060610288136,14.328590707647214,8.29169081920455,9.935064169810765
97,36,147456,155648,source_train,normal,0.0,NA,0,1797,48000,0.013369745407388223,0.07428041511466174,0.07547403634273742,0.48106707632541656,-0.06872722891662131,2.7004770133783547,3.2560723413921493,4.022678306699512,4148.4375,3398.9931650363205,2037.7165619419911,29.95,162.17925,107.37075,70.59215,11.929084999999999,5.392426449532535,15.917398717205796,13.643865889411279,3.7565936188819284
97,37,151552,159744,source_train,normal,0.0,NA,0,1797,48000,0.013186442991340641,0.07357987621394667,0.0747521268086975,0.4539470821619034,-0.009077558065605753,2.7574765247484576,3.1898407874919026,3.958620598010199,4148.4375,3333.8450971303996,2060.8849217312995,29.95,162.17925,107.37075,70.59215,11.929084999999999,21.093425344741398,21.664246448118426,5.732047237699116,6.254628753264117
97,38,155648,163840,source_train,normal,0.0,NA,0,1797,48000,0.012137076011043746,0.07381407243686232,0.07480525318326389,0.489203080534935,-0.041594610268343254,2.883178833763115,3.455298367236911,4.3088591530844935,4148.4375,3346.2856344607753,2049.451673654147,29.95,162.17925,107.37075,70.59215,11.929084999999999,15.665162926258576,18.462118606668696,5.790576798913938,10.786165168617826
97,39,159744,167936,source_train,normal,0.0,NA,0,1797,48000,0.011501119917227243,0.07417790252002318,0.07506421905022727,0.489203080534935,-0.07588161970910073,2.8892265623381097,3.4433778497305623,4.302351527624023,4148.4375,3373.8163263591982,2017.05527145142,29.95,162.17925,107.37075,70.59215,11.929084999999999,6.892260195868338,7.137915241263414,12.961880598618684,16.795656699448795
97,40,163840,172032,source_train,normal,0.0,NA,0,1797,48000,0.01204603592864828,0.07429272612718195,0.07526297985731596,0.46959322690963745,-0.045938380550704615,2.8066330855643513,3.259659532222705,4.0647693276389125,4148.4375,3459.853085138398,1966.0541002263967,29.95,162.17925,107.37075,70.59215,11.929084999999999,4.795526883203781,13.589999590531534,8.935005359041277,14.461192683369507
97,41,167936,176128,source_train,normal,0.0,NA,0,1797,48000,0.012792284163936074,0.07270978483732796,0.07382652196346119,0.5031803250312805,-0.03449867295575219,2.840463432940287,3.5152346821496927,4.371910252136393,4148.4375,3537.0811445329246,1915.9352090656914,29.95,162.17925,107.37075,70.59215,11.929084999999999,5.771350453143428,22.565625864191027,15.243824882389777,5.369045366748428
97,42,172032,180224,source_train,normal,0.0,NA,0,1797,48000,0.01221130867900655,0.0726619650924303,0.07368091496953291,0.49274955689907074,-0.04943320495521145,2.8101025173006122,3.5221814302354337,4.363400529734917,4148.4375,3535.8755365248057,1934.0985352777525,29.95,162.17925,107.37075,70.59215,11.929084999999999,8.071518909924906,15.884931098357969,15.890694397473647,14.813545129654049
97,43,196608,204800,source_validation,normal,0.0,NA,0,1797,48000,0.013629903439053237,0.0746808013549464,0.07591440152418301,0.47209662199020386,0.008877020473496986,2.668108139686706,3.4213029611044394,4.218211443193565,4148.4375,3430.6355930215564,1975.0533610850896,29.95,162.17925,107.37075,70.59215,11.929084999999999,10.083192236655167,15.027672677054097,8.337838230432961,1.1255111310964165
97,44,200704,208896,source_validation,normal,0.0,NA,0,1797,48000,0.01398222200383259,0.07487201019171762,0.07616639969378314,0.4819015562534332,-0.0030887598491951733,2.701016428088943,3.4099835067608963,4.215576991347563,4148.4375,3383.0054026254793,2008.2518108220586,29.95,162.17925,107.37075,70.59215,11.929084999999999,10.219554997930798,8.87862953626932,1.6014557862282743,7.600001152023992
97,45,204800,212992,source_validation,normal,0.0,NA,0,1797,48000,0.014467828369532754,0.07451965302879475,0.07591111081562577,0.47084492444992065,0.01826120068039888,2.7035858684427194,3.2757989212622514,4.054682657387889,4148.4375,3382.1081598221344,2008.2050824762239,29.95,162.17925,107.37075,70.59215,11.929084999999999,4.948750020092624,12.63457504458059,6.761502968596561,10.549742039890859
97,46,208896,217088,source_validation,normal,0.0,NA,0,1797,48000,0.014330135067289973,0.07298856834322583,0.07438201314726915,0.4698018431663513,0.02931487649917375,2.7500302404734263,3.3431406922168754,4.151424242006813,4148.4375,3430.0961309852014,1983.7182142783668,29.95,162.17925,107.37075,70.59215,11.929084999999999,10.7112236887478,8.31189500446747,9.539949044530232,12.105797948381749
97,47,212992,221184,source_validation,normal,0.0,NA,0,1797,48000,0.014020649826669285,0.07277869726153992,0.0741169170746393,0.46124862134456635,0.02252865975577388,2.7552306207893476,3.2396964495710536,4.027217251937555,4148.4375,3588.5160329385544,1900.7186094910464,29.95,162.17925,107.37075,70.59215,11.929084999999999,10.184888373488327,26.647468657725735,8.485819274722857,2.5637239609716365
97,48,217088,225280,source_validation,normal,0.0,NA,0,1797,48000,0.013719186376960124,0.0732312918258538,0.07450528959294857,0.4919150620698929,0.03109634058794274,2.790334458682113,3.497209438057833,4.358439617272947,4148.4375,3624.1340940454625,1878.6213535402546,29.95,162.17925,107.37075,70.59215,11.929084999999999,3.8581925810576934,20.418755784571747,9.14130879180802,4.466450021388901
97,49,221184,229376,source_validation,normal,0.0,NA,0,1797,48000,0.01341711171368587,0.07233596635551089,0.07356976903132922,0.4919150620698929,-0.0014617740405240953,2.87387741696857,3.541680304021801,4.432518049405663,4148.4375,3582.751855678393,1925.0288371921763,29.95,162.17925,107.37075,70.59215,11.929084999999999,6.012494393072296,26.911298159190114,15.834024997417897,5.91161923794812
97,50,225280,233472,source_validation,normal,0.0,NA,0,1797,48000,0.013575253979176694,0.07097909555712636,0.0722656178739712,0.4796067774295807,-0.0005066200661334832,2.8730922778511845,3.423728455681545,4.278826117637072,4148.4375,3585.6126754497323,1943.230510062142,29.95,162.17925,107.37075,70.59215,11.929084999999999,8.260184214653176,18.89532884565467,3.346032716880411,6.964610654867042
97,51,229376,237568,source_validation,normal,0.0,NA,0,1797,48000,0.013155145580817873,0.07174194774845008,0.07293808965138758,0.48690831661224365,-0.0010089438541841566,2.7949688176894165,3.3435395961856007,4.156538361529674,4148.4375,3613.3570701257013,1938.9965252785535,29.95,162.17925,107.37075,70.59215,11.929084999999999,12.625342725707474,20.271345599830735,3.5238189428692133,1.4936707139010568
97,52,233472,241664,source_validation,normal,0.0,NA,0,1797,48000,0.012045934136622805,0.0726665959814519,0.07365825616151538,0.4595796912908554,-0.036116835520427236,2.7109926596940026,3.29952049448158,4.089171303034251,4148.4375,3650.185297694965,1916.4996744790474,29.95,162.17925,107.37075,70.59215,11.929084999999999,12.9035901220835,19.03029734412681,7.544381076414788,7.904011688583188
98,0,0,8192,source_train,normal,0.0,NA,1,1772,48000,0.009957921280907556,0.06421774855654072,0.06498522467382752,0.4101378470659256,-0.21703275943247877,2.9380970751592117,3.2519298031718296,4.044684889759157,4265.625,3263.597506107026,2734.9206752190757,29.533333333333335,159.923,105.87700000000001,69.61006666666668,11.763126666666667,3.6428312511176166,8.460212519993423,10.5209092443989,9.82378268254542
98,1,4096,12288,source_train,normal,0.0,NA,1,1772,48000,0.011852114350915599,0.06419695005192762,0.06528185820392116,0.43934400379657745,-0.1378222267295559,2.946032841669226,3.48960652966743,4.344748776708792,351.5625,3268.0394799699293,2735.431723057423,29.533333333333335,159.923,105.87700000000001,69.61006666666668,11.763126666666667,5.035144184172619,10.749245996875493,5.179380098479803,9.915862164099822
98,2,8192,16384,source_train,normal,0.0,NA,1,1772,48000,0.011730617259381404,0.06451169349966979,0.06556955070367215,0.43934400379657745,-0.15886479451760385,2.9568212280159574,3.474295556587799,4.325837839121504,351.5625,3106.46119566509,2749.0688312082243,29.533333333333335,159.923,105.87700000000001,69.61006666666668,11.763126666666667,3.2477963114811215,2.986411058611648,1.4355511349377337,11.844684744940857
98,3,12288,20480,source_train,normal,0.0,NA,1,1772,48000,0.010681326687034698,0.06534772255980069,0.06621491964465291,0.4234892278909683,-0.1969525856473771,2.878855796011005,3.374270834525419,4.169230043662783,351.5625,3010.92588461146,2760.9437182741444,29.533333333333335,159.923,105.87700000000001,69.61006666666668,11.763126666666667,2.4495592844354364,19.069877049822395,3.32152340869836,7.734676747783793
98,4,16384,24576,source_train,normal,0.0,NA,1,1772,48000,0.010395320928594742,0.06527796241457282,0.06610049223876371,0.42703568935394287,-0.19527526787032137,2.785512100267193,3.38011207783973,4.1602093055630744,351.5625,3074.407493617837,2760.4376791017203,29.533333333333335,159.923,105.87700000000001,69.61006666666668,11.763126666666667,1.0534521044823195,25.362428108307864,9.669265891895337,8.925450867157151
98,5,20480,28672,source_train,normal,0.0,NA,1,1772,48000,0.009925554335787012,0.06521632139230689,0.06596730405903614,0.461457222700119,-0.19223981249174224,2.877213523713959,3.6146297995254804,4.482852924259227,351.5625,3129.060359690526,2730.289102224994,29.533333333333335,159.923,105.87700000000001,69.61006666666668,11.763126666666667,9.973657386438108,7.7882421973835125,7.920936334284593,8.889729574624246
98,6,24576,32768,source_train,normal,0.0,NA,1,1772,48000,0.009613446149948857,0.0654895751694308,0.0661914103396392,0.461457222700119,-0.17457328804734398,2.8450796072851756,3.602391636960699,4.456159407361028,4265.625,3234.7053802067494,2698.6980538876073,29.533333333333335,159.923,105.87700000000001,69.61006666666668,11.763126666666667,10.697322293716212,5.311686510368988,9.212633083365493,5.8900491480353026
98,7,28672,36864,source_train,normal,0.0,NA,1,1772,48000,0.00974958602478182,0.06384258230538979,0.06458273564254684,0.47856369614601135,-0.19133501311121978,2.9264655681761504,3.892395448379199,4.8191130369627455,4265.625,3335.7689966034527,2722.788707731,29.533333333333335,159.923,105.87700000000001,69.61006666666668,11.763126666666667,4.1618451677643,13.203535333944728,20.139707555822227,4.502126874627656
98,8,32768,40960,source_train,normal,0.0,NA,1,1772,48000,0.010030320400957748,0.06482085087807923,0.06559230165121556,0.47856369614601135,-0.1773247822858666,3.0224340357578185,3.832485519347037,4.769070296724709,351.5625,3188.127530318745,2753.5221349221556,29.533333333333335,159.923,105.87700000000001,69.61006666666668,11.763126666666667,9.985868303122556,13.907613419343926,11.164002753062858,4.4761546955296145
98,9,36864,45056,source_train,normal,0.0,NA,1,1772,48000,0.010803333089292266,0.06599998678679084,0.06687832430387863,0.4595796912908554,-0.18507747924562434,2.8875785088137413,3.474930686776978,4.308350690794649,351.5625,3108.7288512496048,2776.3658590523805,29.533333333333335,159.923,105.87700000000001,69.61006666666668,11.763126666666667,5.4809348900471075,5.383262118133325,4.565103762953457,1.7545077915552836
98,10,40960,49152,source_train,normal,0.0,NA,1,1772,48000,0.011910252635537688,0.0653091702609128,0.06638630760941017,0.4314166158437729,-0.2360756304928841,2.8405204326908,3.500684851627874,4.322404416309639,351.5625,3116.9969865570642,2766.2374717994057,29.533333333333335,159.923,105.87700000000001,69.61006666666668,11.763126666666667,6.287825449740616,6.847428008879408,2.474112028470117,3.7784437297894264
98,11,45056,53248,source_train,normal,0.0,NA,1,1772,48000,0.013305342581482194,0.06489677570213512,0.06624668774922893,0.41493599116802216,-0.23092438329431328,2.8370674377123053,3.202602971056477,3.950758033583333,351.5625,3064.422066123996,2778.4269878242912,29.533333333333335,159.923,105.87700000000001,69.61006666666668,11.763126666666667,7.61612885075787,5.2406941922856225,5.423469121130816,11.70100279689184
98,12,49152,57344,source_train,normal,0.0,NA,1,1772,48000,0.012743924765189263,0.06399474336441442,0.0652513202678541,0.41118092834949493,-0.1665456508852548,2.89473882445625,3.1683320013670593,3.937911336195377,4265.625,3137.332643706092,2790.727014743981,29.533333333333335,159.923,105.87700000000001,69.61006666666668,11.763126666666667,5.572541411708429,6.761844367893869,3.2792206414742244,5.208343993034889
98,13,53248,61440,source_train,normal,0.0,NA,1,1772,48000,0.010148226777637603,0.06383350268706421,0.06463514966355222,0.42599262297153473,-0.1457896830186379,2.871339087475591,3.4276944032987178,4.26336522717014,351.5625,3201.9135829417082,2749.8457439824824,29.533333333333335,159.923,105.87700000000001,69.61006666666668,11.763126666666667,7.519762364651695,11.719583798946147,3.286189708456034,10.371167024310209
98,14,57344,65536,source_train,normal,0.0,NA,1,1772,48000,0.009640312486396851,0.06413807526938615,0.06485852545422863,0.41243261098861694,-0.19362900320333518,2.782870675771768,3.4158892636941443,4.211433777689281,351.5625,3178.418646576863,2775.1777430917027,29.533333333333335,159.923,105.87700000000001,69.61006666666668,11.763126666666667,5.2764976266106,19.19377788804652,7.374828047998995,7.492121284247807
98,15,61440,69632,source_train,normal,0.0,NA,1,1772,48000,0.009272867254033201,0.06556562549798266,0.06621810412608198,0.49087199568748474,-0.24342747981072918,2.900998002659891,4.064052304491143,5.009141061727421,351.5625,3155.3395157663103,2747.9047653533257,29.533333333333335,159.923,105.87700000000001,69.61006666666668,11.763126666666667,9.189410063811136,16.725473170658653,3.817939958206027,16.131827928047077
98,16,65536,73728,source_train,normal,0.0,NA,1,1772,48000,0.009014721000355053,0.06624834797328381,0.0668588722900973,0.49087199568748474,-0.23661103886977947,2.947817725028144,4.0251028689949555,4.985728202596619,351.5625,3128.396758243076,2747.091862229332,29.533333333333335,159.923,105.87700000000001,69.61006666666668,11.763126666666667,3.3468049125708546,16.149110634735628,10.169098443492105,4.4871581516353425
98,17,69632,77824,source_train,normal,0.0,NA,1,1772,48000,0.010210490535001782,0.06595220548838569,0.06673790171819619,0.4543642997741699,-0.19800206622701672,2.9232396442933126,3.6635437793793786,4.543658842430705,351.5625,3110.0663649392095,2734.9954729902884,29.533333333333335,159.923,105.87700000000001,69.61006666666668,11.763126666666667,1.325948766592907,14.832814878182553,10.803436965675152,4.496065783805375
